id_active_ingredient,active_ingredient,active_ingredient_eng
2123,POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PN,
2124,ISATUXIMABE,
2125,PAMOATO DE PASIREOTIDA,
2126,FUMARATO DE BEDAQUILINA,
2127,FOSFATO DE TEDIZOLIDA,
2128,IMUNOGLOBULINA HETERÓLOGA CONTRA TOXINA BOTULÍNICA TIPO A,
2129,IMUNOGLOBULINA HETERÓLOGA CONTRA TOXINA BOTULÍNICA TIPO B,
2130,IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE MICRURUS FRONTALIS,
2131,IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE MICRURUS,
2132,IMUNOGLOBULINA HETERÓLOGA CONTRA TOXINA TETÂNICA,
2133,CLORETO DE TRÓSPIO,
2134,ASPARAGINASE,
2135,IBUPROFENO ARGININA,
2136,NUSINERSENA,
2137,VÍRUS 17D DA FEBRE AMARELA,
2138,USTEQUINUMABE,
2139,REGORAFENIBE,
2140,ALFA-ASFOTASE,
2141,PARICALCITOL,
2142,TEZACAFTOR,
2143,ABRUS PRECATORIUS,
2144,ACONITUM,
2145,VIBURNUM OPULUS,
2146,DICLORIDRATO DE CAPMATINIBE MONOIDRATADO,
2147,LANADELUMABE,
2148,SALICILATO DE FENILA,
2149,IXEQUIZUMABE,
2150,TANACETUM PARTHENIUM (L.) SCH.BIP.,
2151,TIAMAZOL,
2152,CLORIDRATO DE ERLOTINIBE,
2153,COALTAR,
2154,NILOTINIBE,
2155,CLORIDRATO DE IRINOTECANA,
2156,PROTEÍNAS PLASMÁTICAS HUMANAS,
2157,CLORIDRATO DE BUTENAFINA,
2158,ÁCIDO IOXITALÂMICO,
2159,IOXITALAMATO DE MEGLUMINA,
2160,IOXITALAMATO DE SÓDIO,
2161,FOSAMPRENAVIR CÁLCICO,
2162,TEMOZOLOMIDA,
2163,METILDOPA SESQUIIDRATADO,
2164,DIAZÓXIDO,
2165,CLORIDRATO DE TEPOTINIBE MONOIDRATADO,
2166,TERCONAZOL,
2167,IMUNOGLOBULINA HUMANA ANTITÉTANO,
2168,ÁCIDO TIÓCTICO,
2169,TIOPENTAL SÓDICO,
2170,IMUNOGLOBULINA DE COELHO ANTI-TIMÓCITOS HUMANOS,
2171,ALFATIROTROPINA,
2172,FLUORETO ESTANHOSO,
2173,JATEORHIZA PALMATA (LAM.) MIERS,
2174,OPERCULINA ALATA (HAM.) URB.,
2175,TICARCILINA DISSÓDICA,
2176,SULFATO DE TOBRAMICINA,
2177,THYMUS VULGARIS  L.,
2178,GARCINIA CAMBOGIA DESR.,
2179,TORASEMIDA,
2180,BRYONIA,
2181,BESILATO DE ATRACÚRIO,
2182,ATALURENO,
2183,GUSELCUMABE,
2184,INSULINA DEGLUDECA,
2185,TRIANCINOLONA HEXACETONIDA,
2186,ETOFIBRATO,
2187,NITROGLICERINA,
2188,ELEXACAFTOR,
2189,TRIÓXIDO DE ARSÊNIO,
2190,LACTOBIONATO DE ERITROMICINA,
2191,CUMARINA,
2192,TROXERRUTINA,
2193,BROMIDRATO DE HIOSCIAMINA,
2194,DULAGLUTIDA,
2195,DITOSILATO DE LAPATINIBE,
2196,NATALIZUMABE,
2197,MESILATO DE DABRAFENIBE,
2198,MESILATO DE OSIMERTINIBE,
2199,ATEZOLIZUMABE,
2200,INOTERSENA NONADECASSÓDICA,
2201,AVIBACTAM SÓDICO,
2202,VACINA ADSORVIDA MENINGOCÓCICA B (RECOMBINANTE),
2203,ULCERACID,
2204,RAVULIZUMABE,
2205,CAPROATO DE FLUOCORTOLONA,
2206,PIVALATO DE FLUOCORTOLONA,
2207,UNDECILATO DE CLEMIZOL,
2208,IOPROMIDA,
2209,UNOPROSTONA,
2210,SELEXIPAGUE,
2211,LISADO BACTERIANO DE ESCHERICHIA COLI,
2212,DIASPARTATO DE PASIREOTIDA,
2213,ARCTOSTAPHYLOS UVA-URSI (L.) SPRENG.,
2214,ANATOXINA DIFTÉRICA,
2215,ANATOXINA TETÂNICA,
2216,FÍMBRIAS,
2217,POLIOVÍRUS TIPO 1,
2218,VACINA BCG,
2219,VACINA COVID-19 (RECOMBINANTE),
2220,POLISSACARÍDEO DE HAEMOPHILUS INFLUENZAE TIPO B CONJUGADO COM PROTEÍNA TETÂNICA,
2221,STREPTOCOCCUS PNEUMONIAE,
2222,VACINA CONTRA RAIVA,
2223,VACINA CONTRA CAXUMBA,
2224,VACINA CONTRA RUBÉOLA,
2225,VACINA CONTRA SARAMPO,
2226,VÍRUS DA VARICELA -ZOSTER,
2227,CLORIDRATO DE BARNIDIPINO,
2228,PANITUMUMABE,
2229,BROMETO DE VECURÔNIO,
2230,RENDESIVIR,
2231,VENETOCLAX,
2232,BETA-HIDROXIETILRUTOSÍDEOS,
2233,ILOPROSTA,
2234,ABEMACICLIBE,
2235,FERRO QUELADO,
2236,VIMPOCETINA,
2237,ALFAELOSULFASE,
2238,IODIXANOL,
2239,VITA GRIP,
2240,ÁCIDO RETINÓICO,
2241,FLUOCINOLONA,
2242,ALANTOÍNA,
2243,FOSFATO DE CÁLCIO DIBÁSICO ANIDRO,
2244,GLICONATO DE MAGNÉSIO,
2245,GLICONATO DE POTÁSSIO,
2246,LECITINA DE SOJA,
2247,RUTOSÍDE,
2248,SULFATO DE LAROTRECTINIBE,
2249,AMBRISENTANA,
2250,CLORIDRATO DE PAZOPANIBE,
2251,VOSORITIDA,
2252,ALFAVELAGLICERASE,
2253,BROLUCIZUMABE,
2254,EPTINEZUMABE,
2255,LATANOPROSTENO BUNODE,
2256,VÍRUS RÁBICO INATIVADO,
2257,PROTEÍNA ANTIGÊNICA DE SUPERFÍCIE (HEP. B),
2258,CLORIDRATO DE VILAZODONA,
2259,VOXILAPREVIR,
2260,TAFAMIDIS MEGLUMINA,
2261,VOLANESORSENA SÓDICA,
2262,CUPRUM ACETICUM,
2263,CEPHAELIS IPECACUANHA,
2264,ATOVAQUONA,
2265,DICLORIDRATO DE TRIENTINA,
2266,Winter AP,
2267,MESILATO DE SAFINAMIDA,
2268,CRIZOTINIBE,
2269,CLORETO DE COLINA,
2270,ACETILRACEMETIONINA,
2271,MIKANIA LAEVIGATA SCH.BIP. EX BAKER.,
2272,CLORIDRATO DE ALFUZOSINA,
2273,CITRATO DE TOFACITINIBE,
2274,CLORETO DE RÁDIO (223 RA),
2275,OMALIZUMABE,
2276,ENZALUTAMIDA,
2277,SUBACETATO DE ALUMÍNIO,
2278,ALFAMOROCTOCOGUE,
2279,RIFAXIMINA,
2280,HEMIFUMARATO DE GILTERITINIBE,
2281,CLATRATO DE ETINILESTRADIOL BETACICLODEXTRINA,
2282,IPILIMUMABE,
2283,CLORIDRATO DE IOIMBINA,
2284,MIGLUSTATE,
2285,SOLANUM DULCAMARA L.,
2286,TOSILATO DE NIRAPARIBE MONOIDRATADO,
2287,VEMURAFENIBE,
2288,MALEATO DE TEGASERODE,
2289,ELBASVIR,
2290,GRAZOPREVIR MONOIDRATADO,
2291,SULFATO DE CEFTOLOZANA,
2292,ALPINIA ZERUMBET (PERS.) B.L. BURTT & R.M. SM.,
2293,BENZBROMARONA,
2294,CEFTAROLINA FOSAMILA,
2295,ZIOR,
2296,ACETATO DE GOSSERRELINA,
2297,ZOLMITRIPTANA,
2298,ALFATUROCTOCOGUE,
2299,UDENAFILA,
2300,MEROPENÉM,
2301,GATIFLOXACINO SESQUI-HIDRATADO,
2302,ONASEMNOGENO ABEPARVOVEQUE,
2303,AMPICILINA TRI-HIDRATADA,
2304,AZITROMICINA MONOIDRATADA,
2305,BROMETO DE IPRATRÓPIO MONOIDRATADO,
2306,CLORIDRATO DE IRINOTECANO TRI-HIDRATADO,
2307,CLORIDRATO DE MOXIFLOXACINO MONOIDRATADO,
2308,CLORIDRATO DE TIROFIBANA MONOIDRATADO,
2309,CLORIDRATO DE TRIMETAZIDINA,
2310,ENTECAVIR MONOIDRATADO,
2311,ESOMEPRAZOL MAGNÉSICO,
2312,HEMIFUMARATO DE ALISQUIRENO,
2313,FATOR II,
2314,FATOR IX,
2315,FATOR VII,
2316,IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE LOXOSCELES GAUCHO,
2317,IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE PHONEUTRIA NIGRIVENTER,
2318,IMUNOGLOBULINA HETEÓLOGA CONTRA O VENENO DE LACHESIS MUTA,
2319,SULFATO DE ATROPINA MONOIDRATADO,
2320,SULFATO DE MORFINA,
2321,ÁGUA,
2322,ANTÍGENO PERTUSSIS,
2323,PERTUSSIS CELULAR,
2324,ÁGUA PARA INJEÇÃO USP,
2325,SULFATO DISSÓDICO DE CONDROITINA,
2326,TETRAXETANO,
2327,VACINA SARAMPO,
2328,RUBÉOLA (ATENUADA),
2329,TOSILATO DE TALAZOPARIBE,
2330,GEFITINIB,
2331,ENFORTUMABE VEDOTINA,
2332,PETASITES HYBRIDUS (L.) GAERTN.,
2333,B. MEY. ET SCHERB,
2334,CLORIDRATO CLORETO DE FOSNETUPITANTO,
2335,CEFTOBIPROL MEDOCARILA SÓDICO,
2336,BRODALUMABE,
2337,CLORIDRATO DE RILPIVIRINA,
2338,TEZEPELUMABE,
2339,POMALIDOMIDA,
2340,PIROFOSFATO TETRASSÓDICO DECAIDRATADO,
2341,ANIFROLUMABE,
2342,DASATINIBE MONOIDRATADO,
2343,CILTACABTAGENO AUTOLEUCEL,
2344,POLISSACARÍDEO DE NEISSERIA MENINGITIDIS DO SOROGRUPO Y CONJUGADO A PROTEÍNA CARREADORA TOXOIDE TETÂNICO,
2345,POLISSACARÍDEO DE NEISSERIA MENINGITIDIS DO SOROGRUPO W,
2346,ALFAOLIPUDASE,
2347,PANTOPRAZOL SÓDICO,
2348,SACITUZUMABE GOVITECANA,
2349,BOSUTINIBE MONOIDRATADO,
2350,ALFATUROCTOCOGUE PEGOL,
2351,SOMATROGONA,
2352,ALGINATO DE MAGNÉSIO,
2353,AXICABTAGENO CILOLEUCEL,
2354,HIDROXICOBALAMINA,
2355,TAFAMIDIS,
2356,VUTRISIRANA SÓDICA,
2357,EXTRATO SECO DE AESCULUS HIPPOCASTANUM L.,
2358,POLYGONUM PUNCTATUM ELLIOT,
2359,SMILAX PAPYRACEA DUHAMEL.,
2360,DICLORIDRATO DE DACLATASVIR,
2361,CARTILAGO SUIS,
2362,FUNICULUS UMBILICALIS SUIS,
2363,EMBRYO SUIS,
2364,PLACENTA SUIS,
2365,DULCAMARA,
2366,NADIDUM,
2367,COENZYME A,
2368,DIETILOXALACETATO DE SÓDIO,
2369,ACIDUM ALPHA-LIPOICUM,
2370,INEBILIZUMABE,
2371,MAVACANTENO,
2372,FINERENONA,
2373,ACETATO DE INDACATEROL,
2374,FUSIDATO DE SÓDIO,
2375,VACINA DENGUE 1 (ATENUADA),
2376,VACINA DENGUE 2 (ATENUADA),
2377,VACINA DENGUE 3 (ATENUADA),
2378,VACINA DENGUE 4 (ATENUADA),
2379,MALEATO DE ACALABRUTINIBE MONOIDRATADO,
2380,EDARAVONA,
2381,METRELEPTINA,
2382,ESPESOLIMABE,
2383,TECLISTAMABE,
2384,SUCCINATO DE MOBOCERTINIBE,
2385,BESILATO DE LEVANLODIPINO HEMIPENTAIDRATADO,
2386,ESTETROL MONOIDRATADO,
2387,VERICIGUATE,
2388,BELZUTIFANO,
2389,PROTEÍNA DIFTÉRICA CRM 197,
2390,POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 3,
2391,POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 6A,
2392,POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUM,
2393,DOCETAXEL TRI-HIDRATADO,
2394,NAXITAMABE,
2395,TREMELIMUMABE,
2396,BALOXAVIR MARBOXILA,
2397,FOSFATO DE SITAGLIPTINA,
2398,POLATUZUMABE VEDOTINA,
